Period,Region,DirectTax,IndirectTax
Jul-13,Mwanza," 3,269,384,028.9 "," 2,655,782,249.27 "
Aug-13,Mwanza," 2,908,188,944.1 "," 2,877,536,868.66 "
Sep-13,Mwanza," 5,900,010,571.1 "," 2,942,873,867.91 "
Oct-13,Mwanza," 3,330,876,498.9 "," 2,423,712,352.04 "
Nov-13,Mwanza," 3,260,800,991.1 "," 2,333,360,180.95 "
Dec-13,Mwanza," 4,416,096,747.3 "," 3,636,623,045.25 "
Jan-14,Mwanza," 6,053,479,066.1 "," 3,122,090,368.33 "
Feb-14,Mwanza," 2,983,706,698.9 "," 2,817,112,170.48 "
Mar-14,Mwanza," 7,587,107,099.9 "," 3,225,116,047.68 "
Apr-14,Mwanza," 3,198,460,329.4 "," 1,853,579,961.71 "
May-14,Mwanza," 4,134,898,248.5 "," 3,132,590,217.92 "
Jun-14,Mwanza," 5,797,658,583.5 "," 3,211,708,119.24 "
Jul-14,Mwanza," 2,666,863,889.8 "," 2,853,656,137.03 "
Aug-14,Mwanza," 3,192,425,848.7 "," 2,728,058,210.23 "
Sep-14,Mwanza," 4,638,811,471.0 "," 3,405,648,238.73 "
Oct-14,Mwanza," 3,614,317,671.9 "," 2,442,130,022.30 "
Nov-14,Mwanza," 2,303,992,025.9 "," 3,333,435,452.08 "
Dec-14,Mwanza," 4,707,889,381.5 "," 2,842,402,026.58 "
Jan-15,Mwanza," 3,301,445,852.5 "," 2,392,737,972.49 "
Feb-15,Mwanza," 3,307,427,662.1 "," 1,451,888,345.85 "
Mar-15,Mwanza," 4,605,163,040.9 "," 3,882,278,536.49 "
Apr-15,Mwanza," 2,869,346,831.0 "," 2,308,286,075.02 "
May-15,Mwanza," 4,257,652,624.0 "," 2,400,682,408.76 "
Jun-15,Mwanza," 4,753,982,518.6 "," 4,028,039,301.43 "
Jul-15,Mwanza," 3,692,173,921.2 "," 2,464,418,903.61 "
Aug-15,Mwanza," 2,573,100,684.3 "," 3,219,085,506.39 "
Sep-15,Mwanza," 4,916,780,304.9 "," 2,854,449,253.93 "
Oct-15,Mwanza," 3,585,353,244.2 "," 2,703,936,565.20 "
Nov-15,Mwanza," 3,532,448,404.0 "," 2,221,433,274.83 "
Dec-15,Mwanza," 7,226,614,825.4 "," 2,574,604,239.70 "
Jan-16,Mwanza," 4,160,727,666.2 "," 2,612,599,939.87 "
Feb-16,Mwanza," 5,067,162,712.6 "," 2,393,244,430.70 "
Mar-16,Mwanza," 6,001,227,673.7 "," 3,438,579,348.45 "
Apr-16,Mwanza," 5,435,049,467.0 "," 2,746,530,615.67 "
May-16,Mwanza," 3,840,611,246.4 "," 2,707,895,528.40 "
Jun-16,Mwanza," 5,782,779,051.0 "," 2,956,165,878.42 "
Jul-16,Mwanza," 5,103,783,556.3 "," 4,016,663,287.72 "
Aug-16,Mwanza," 4,645,112,125.8 "," 7,645,782,318.05 "
Sep-16,Mwanza," 7,055,126,250.6 "," 3,946,956,776.29 "
Oct-16,Mwanza," 5,744,112,754.8 "," 3,976,431,133.23 "
Nov-16,Mwanza," 4,842,547,756.3 "," 3,566,938,090.61 "
Dec-16,Mwanza," 8,877,639,266.3 "," 3,109,181,845.55 "
Jan-17,Mwanza," 4,106,702,841.8 "," 3,576,894,818.97 "
Feb-17,Mwanza," 4,989,308,104.9 "," 3,413,369,684.62 "
Mar-17,Mwanza," 7,447,943,177.4 "," 3,979,702,040.34 "
Apr-17,Mwanza," 5,705,388,279.7 "," 2,832,488,648.44 "
May-17,Mwanza," 4,943,734,068.2 "," 5,160,457,442.61 "
Jun-17,Mwanza," 9,126,538,486.9 "," 4,343,327,677.90 "
Jul-17,Mwanza," 4,439,983,931.6 "," 3,294,489,340.77 "
Aug-17,Mwanza," 4,420,679,140.9 "," 4,444,430,989.93 "
Sep-17,Mwanza," 8,378,243,784.7 "," 3,849,479,542.69 "
Oct-17,Mwanza," 5,597,964,625.4 "," 3,494,893,640.97 "
Nov-17,Mwanza," 4,696,344,597.3 "," 3,463,868,795.63 "
Dec-17,Mwanza," 9,762,302,358.4 "," 3,541,326,203.22 "
Jan-18,Mwanza," 4,586,286,949.8 "," 3,326,735,213.2 "
Feb-18,Mwanza," 4,584,031,577.6 "," 3,937,628,508.6 "
Mar-18,Mwanza," 7,950,142,877.3 "," 3,613,575,725.8 "
Apr-18,Mwanza," 4,321,899,446.2 "," 3,541,158,911.3 "
May-18,Mwanza," 4,182,965,033.9 "," 3,609,721,867.1 "
Jun-18,Mwanza," 7,940,068,105.9 "," 3,415,568,952.4 "
Jul-18,Mwanza," 3,807,149,857.5 "," 3,404,037,856.4 "
Aug-18,Mwanza," 3,634,958,733.9 "," 3,850,435,978.9 "
Sep-18,Mwanza," 6,960,082,852.2 "," 4,443,501,534.7 "
Oct-18,Mwanza," 5,389,890,374.8 "," 4,172,868,542.9 "
Nov-18,Mwanza," 4,066,354,785.0 "," 4,676,533,021.2 "
Dec-18,Mwanza," 9,425,185,054.6 "," 3,713,228,738.86 "
Jan-19,Mwanza," 5,566,952,337.2 "," 3,861,030,183.0 "
Feb-19,Mwanza," 730,444,964.3 "," 3,761,181,300.7 "
Mar-19,Mwanza," 8,732,427,348.7 "," 3,949,723,673.5 "
Apr-19,Mwanza, -   ," 4,330,266,606.5 "
May-19,Mwanza, -   ," 5,180,269,913.8 "
Jun-19,Mwanza, -   ," 4,137,903,549.1 "
Jul-19,Mwanza," 4,998,452,675.9 "," 4,906,213,738.2 "
Aug-19,Mwanza," 4,358,161,430.7 "," 4,365,382,278.8 "
Sep-19,Mwanza," 11,538,845,747.9 "," 4,425,239,294.90 "
Oct-19,Mwanza," 5,776,536,316.7 "," 4,488,503,871.3 "
Nov-19,Mwanza," 4,626,380,956.4 "," 4,283,941,538.5 "
Dec-19,Mwanza," 9,888,775,038.6 "," 4,150,962,617.1 "
Jan-20,Mwanza," 4,763,453,335.0 ", -   
Feb-20,Mwanza," 4,565,312,552.7 ", -   
Mar-20,Mwanza," 8,042,438,547.1 ", -   
Apr-20,Mwanza," 4,464,899,740.5 "," 4,187,003,695.2 "
May-20,Mwanza," 3,530,651,224.5 "," 3,969,370,643.4 "
Jun-20,Mwanza," 7,757,096,021.0 "," 4,365,087,097.5 "
Jul-20,Mwanza," 6,775,564,690.7 "," 4,274,407,614.9 "
Aug-20,Mwanza," 3,897,225,748.6 "," 5,649,088,933.4 "
Sep-20,Mwanza," 6,411,238,436.2 "," 6,733,047,352.2 "
Oct-20,Mwanza," 3,969,506,562.9 "," 5,325,522,706.0 "
Nov-20,Mwanza," 4,451,437,005.9 "," 5,438,674,812.5 "
Dec-20,Mwanza," 8,829,590,525.4 "," 5,839,899,858.06 "
Jan-21,Mwanza," 4,255,966,673.9 "," 5,135,581,836.1 "
Feb-21,Mwanza," 8,805,055,851.9 "," 4,188,867,045.9 "
Mar-21,Mwanza," 8,842,904,228.8 "," 5,122,209,931.4 "
Apr-21,Mwanza," 6,123,157,368.9 "," 5,134,148,396.0 "
May-21,Mwanza," 4,750,058,574.9 "," 5,485,943,430.6 "
Jun-21,Mwanza," 8,334,992,952.0 "," 5,764,740,475.2 "
Jul-21,Mwanza," 5,686,601,250.3 "," 5,617,661,453.3 "
Aug-21,Mwanza," 5,205,210,052.0 "," 4,818,280,679.8 "
Sep-21,Mwanza," 8,555,457,698.0 "," 5,906,721,101.3 "
Oct-21,Mwanza," 5,627,219,054.2 "," 4,963,139,525.6 "
Nov-21,Mwanza," 5,936,621,822.9 "," 4,833,412,267.2 "
Dec-21,Mwanza," 11,470,499,419.4 "," 5,005,813,862.5 "
Jul-97,Ruvuma," 41,940,082.0 "," 18,444,008.00 "
Aug-97,Ruvuma," 38,652,673.0 "," 20,450,850.40 "
Sep-97,Ruvuma," 75,506,841.0 "," 32,825,463.20 "
Oct-97,Ruvuma," 74,100,000.0 "," 50,400,000.00 "
Nov-97,Ruvuma," 43,811,166.0 "," 36,751,422.25 "
Dec-97,Ruvuma," 71,261,217.0 "," 35,006,784.10 "
Jan-98,Ruvuma," 43,928,499.0 "," 44,870,305.45 "
Feb-98,Ruvuma," 18,285,463.0 "," 24,794,107.75 "
Mar-98,Ruvuma," 101,731,665.0 "," 39,390,237.10 "
Apr-98,Ruvuma," 58,347,587.0 "," 33,124,542.20 "
May-98,Ruvuma," 55,673,103.0 "," 36,895,545.20 "
Jun-98,Ruvuma," 43,491,009.0 "," 26,725,916.00 "
Jul-98,Ruvuma," 49,522,303.0 "," 19,710,617.90 "
Aug-98,Ruvuma," 47,621,848.0 "," 29,599,912.75 "
Sep-98,Ruvuma," 74,661,560.0 "," 46,371,272.60 "
Oct-98,Ruvuma," 58,892,754.0 "," 88,140,634.00 "
Nov-98,Ruvuma," 50,907,949.0 "," 61,398,753.10 "
Dec-98,Ruvuma," 56,114,998.0 "," 72,559,587.15 "
Jan-99,Ruvuma," 46,704,378.0 "," 38,422,381.40 "
Feb-99,Ruvuma," 42,296,327.0 "," 48,848,093.45 "
Mar-99,Ruvuma," 76,090,267.0 "," 54,069,160.65 "
Apr-99,Ruvuma," 53,860,340.0 "," 18,325,301.15 "
May-99,Ruvuma," 63,150,585.0 "," 37,283,398.25 "
Jun-99,Ruvuma," 53,860,340.0 "," 18,325,301.15 "
Jul-99,Ruvuma," 50,374,682.0 "," 18,240,705.90 "
Aug-99,Ruvuma," 48,391,919.0 "," 27,754,856.00 "
Sep-99,Ruvuma," 83,147,100.0 "," 27,154,226.20 "
Oct-99,Ruvuma," 56,686,950.0 "," 61,040,317.00 "
Nov-99,Ruvuma," 55,139,463.0 "," 62,099,669.00 "
Dec-99,Ruvuma," 67,600,000.0 "," 58,200,000.00 "
Jan-00,Ruvuma," 38,162,629.0 "," 65,253,951.00 "
Feb-00,Ruvuma," 40,690,000.0 "," 55,830,000.00 "
Mar-00,Ruvuma," 55,120,000.0 "," 79,540,000.00 "
Apr-00,Ruvuma," 46,440,000.0 "," 78,940,000.00 "
May-00,Ruvuma," 61,100,000.0 "," 65,794,000.00 "
Jun-00,Ruvuma," 74,490,000.0 "," 66,250,000.00 "
Jul-00,Ruvuma," 26,200,000.0 "," 16,100,000.00 "
Aug-00,Ruvuma," 27,600,000.0 "," 27,000,000.00 "
Sep-00,Ruvuma," 75,000,000.0 "," 36,700,000.00 "
Oct-00,Ruvuma," 59,000,000.0 "," 40,600,000.00 "
Nov-00,Ruvuma," 28,900,000.0 "," 52,400,000.00 "
Dec-00,Ruvuma," 60,900,000.0 "," 58,000,000.00 "
Jan-01,Ruvuma," 42,480,000.0 "," 41,050,000.00 "
Feb-01,Ruvuma," 48,570,000.0 "," 28,030,000.00 "
Mar-01,Ruvuma," 67,690,000.0 "," 35,410,000.00 "
Apr-01,Ruvuma," 55,710,000.0 "," 31,533,000.00 "
May-01,Ruvuma," 52,130,000.0 "," 35,800,000.00 "
Jun-01,Ruvuma," 60,390,000.0 "," 38,290,000.00 "
Jul-01,Ruvuma," 34,000,000.0 "," 20,270,000.00 "
Aug-01,Ruvuma," 54,600,000.0 "," 27,500,000.00 "
Sep-01,Ruvuma," 74,000,000.0 "," 47,900,000.00 "
Oct-01,Ruvuma," 36,200,000.0 "," 33,600,000.00 "
Nov-01,Ruvuma," 38,800,000.0 "," 37,700,000.00 "
Dec-01,Ruvuma," 65,500,000.0 "," 49,400,000.00 "
Jan-02,Ruvuma," 35,900,000.0 "," 39,400,000.00 "
Feb-02,Ruvuma," 30,900,000.0 "," 41,100,000.00 "
Mar-02,Ruvuma," 75,900,000.0 "," 41,700,000.00 "
Apr-02,Ruvuma," 40,000,000.0 "," 34,600,000.00 "
May-02,Ruvuma," 37,700,000.0 "," 42,400,000.00 "
Jun-02,Ruvuma," 71,300,000.0 "," 36,000,000.00 "
Jul-02,Ruvuma," 49,600,000.0 "," 42,100,000.00 "
Aug-02,Ruvuma," 30,800,000.0 "," 30,900,000.00 "
Sep-02,Ruvuma," 80,000,000.0 "," 28,000,000.00 "
Oct-02,Ruvuma," 33,000,000.0 "," 70,200,000.00 "
Nov-02,Ruvuma," 37,200,000.0 "," 52,500,000.00 "
Dec-02,Ruvuma," 77,800,000.0 "," 57,100,000.00 "
Jan-03,Ruvuma," 37,100,000.0 "," 40,800,000.00 "
Feb-03,Ruvuma," 40,000,000.0 "," 45,700,000.00 "
Mar-03,Ruvuma," 91,100,000.0 "," 67,200,000.00 "
Apr-03,Ruvuma," 60,900,000.0 "," 43,400,000.00 "
May-03,Ruvuma," 48,700,000.0 "," 43,300,000.00 "
Jun-03,Ruvuma," 78,100,000.0 "," 38,400,000.00 "
Jul-03,Ruvuma," 55,900,000.0 "," 46,500,000.00 "
Aug-03,Ruvuma," 43,500,000.0 "," 34,700,000.00 "
Sep-03,Ruvuma," 79,900,000.0 "," 41,600,000.00 "
Oct-03,Ruvuma," 55,700,000.0 "," 93,000,000.00 "
Nov-03,Ruvuma," 44,100,000.0 "," 58,100,000.00 "
Dec-03,Ruvuma," 93,900,000.0 "," 70,800,000.00 "
Jan-04,Ruvuma," 37,800,000.0 "," 47,600,000.00 "
Feb-04,Ruvuma," 67,400,000.0 "," 55,700,000.00 "
Mar-04,Ruvuma," 109,300,000.0 "," 62,200,000.00 "
Apr-04,Ruvuma," 56,100,000.0 "," 59,100,000.00 "
May-04,Ruvuma," 45,400,000.0 "," 37,100,000.00 "
Jun-04,Ruvuma," 149,300,000.0 "," 61,700,000.00 "
Jul-04,Ruvuma," 46,100,000.0 "," 30,800,000.00 "
Aug-04,Ruvuma," 60,200,000.0 "," 41,700,000.00 "
Sep-04,Ruvuma," 121,300,000.0 "," 20,600,000.00 "
Oct-04,Ruvuma," 65,700,000.0 "," 33,900,000.00 "
Nov-04,Ruvuma," 72,800,000.0 "," 51,300,000.00 "
Dec-04,Ruvuma," 146,700,000.0 "," 49,500,000.00 "
Jan-05,Ruvuma," 62,500,000.0 "," 37,300,000.00 "
Feb-05,Ruvuma," 47,000,000.0 "," 29,100,000.00 "
Mar-05,Ruvuma," 155,100,000.0 "," 12,900,000.00 "
Apr-05,Ruvuma," 58,900,000.0 "," 25,200,000.00 "
May-05,Ruvuma," 66,200,000.0 "," 25,800,000.00 "
Jun-05,Ruvuma," 141,200,000.0 "," 34,500,000.00 "
Jul-05,Ruvuma," 88,200,000.0 ", -   
Aug-05,Ruvuma," 81,000,000.0 ", -   
Sep-05,Ruvuma," 145,600,000.0 "," 34,000,000.00 "
Oct-05,Ruvuma," 60,600,000.0 "," 40,400,000.00 "
Nov-05,Ruvuma," 73,200,000.0 "," 38,200,000.00 "
Dec-05,Ruvuma," 140,800,000.0 "," 45,300,000.00 "
Jan-06,Ruvuma," 69,100,000.0 "," 35,100,000.00 "
Feb-06,Ruvuma," 72,690,000.0 "," 21,485,000.00 "
Mar-06,Ruvuma," 187,300,000.0 "," 14,500,000.00 "
Apr-06,Ruvuma," 104,300,000.0 "," 18,000,000.00 "
May-06,Ruvuma," 100,100,000.0 "," 20,900,000.00 "
Jun-06,Ruvuma," 205,800,000.0 "," 17,100,000.00 "
Jul-06,Ruvuma," 88,800,000.0 "," 31,000,000.00 "
Aug-06,Ruvuma," 75,900,000.0 "," 35,700,000.00 "
Sep-06,Ruvuma," 157,290,000.0 "," 27,800,000.00 "
Oct-06,Ruvuma," 84,600,000.0 "," 31,200,000.00 "
Nov-06,Ruvuma," 86,800,000.0 "," 51,300,000.00 "
Dec-06,Ruvuma," 155,500,000.0 "," 30,400,000.00 "
Jan-07,Ruvuma," 94,624,653.5 "," 38,054,307.40 "
Feb-07,Ruvuma," 82,437,434.3 "," 35,805,905.50 "
Mar-07,Ruvuma," 209,857,944.5 "," 25,086,179.13 "
Apr-07,Ruvuma," 71,293,173.0 "," 29,936,672.49 "
May-07,Ruvuma," 146,459,051.7 "," 51,756,038.32 "
Jun-07,Ruvuma," 165,013,910.6 "," 22,423,906.21 "
Jul-07,Ruvuma," 131,504,795.4 "," 33,171,441.52 "
Aug-07,Ruvuma," 129,742,304.2 "," 25,535,767.54 "
Sep-07,Ruvuma," 215,951,957.7 "," 37,870,787.56 "
Oct-07,Ruvuma," 106,031,685.0 "," 54,481,283.00 "
Nov-07,Ruvuma," 94,536,827.7 "," 61,082,324.00 "
Dec-07,Ruvuma," 179,609,511.1 "," 48,592,429.20 "
Jan-08,Ruvuma," 117,510,992.8 "," 57,663,449.00 "
Feb-08,Ruvuma," 119,586,063.1 "," 39,899,269.08 "
Mar-08,Ruvuma," 280,896,520.2 "," 33,952,247.00 "
Apr-08,Ruvuma," 101,855,262.8 "," 36,840,324.67 "
May-08,Ruvuma," 131,329,482.2 "," 128,669,364.50 "
Jun-08,Ruvuma," 225,830,349.1 "," 108,543,268.40 "
Jul-08,Ruvuma," 184,416,013.4 "," 47,114,615.00 "
Aug-08,Ruvuma," 203,990,188.0 "," 42,515,350.00 "
Sep-08,Ruvuma," 231,637,624.1 "," 60,334,425.00 "
Oct-08,Ruvuma," 189,897,556.1 "," 77,361,694.60 "
Nov-08,Ruvuma," 157,378,219.6 "," 65,595,644.00 "
Dec-08,Ruvuma," 272,116,148.1 "," 66,467,882.00 "
Jan-09,Ruvuma," 146,976,483.6 "," 55,584,370.00 "
Feb-09,Ruvuma," 181,770,989.5 "," 55,776,488.62 "
Mar-09,Ruvuma," 308,590,857.2 "," 49,237,968.00 "
Apr-09,Ruvuma," 130,655,432.0 "," 39,700,000.00 "
May-09,Ruvuma," 84,525,642.2 "," 51,163,578.81 "
Jun-09,Ruvuma," 231,038,530.7 "," 58,838,491.35 "
Jul-09,Ruvuma," 111,507,927.2 "," 67,541,557.50 "
Aug-09,Ruvuma," 100,478,114.6 "," 62,247,560.95 "
Sep-09,Ruvuma," 307,593,753.9 "," 102,740,848.00 "
Oct-09,Ruvuma," 185,923,659.1 "," 155,534,343.60 "
Nov-09,Ruvuma," 115,925,720.4 "," 103,577,612.00 "
Dec-09,Ruvuma," 313,196,174.3 "," 71,524,339.26 "
Jan-10,Ruvuma," 143,983,665.7 "," 76,882,015.00 "
Feb-10,Ruvuma," 140,372,854.1 "," 68,331,285.25 "
Mar-10,Ruvuma," 323,157,633.3 "," 75,352,923.50 "
Apr-10,Ruvuma," 123,483,333.0 "," 73,745,138.00 "
May-10,Ruvuma," 161,993,672.7 "," 94,357,653.50 "
Jun-10,Ruvuma," 357,025,556.0 "," 85,152,510.20 "
Jul-10,Ruvuma," 130,784,416.6 "," 104,814,912.96 "
Aug-10,Ruvuma," 149,749,007.0 "," 95,823,920.20 "
Sep-10,Ruvuma," 367,383,797.7 "," 152,192,029.58 "
Oct-10,Ruvuma," 149,462,571.9 "," 129,604,575.86 "
Nov-10,Ruvuma," 126,272,032.2 "," 135,830,468.64 "
Dec-10,Ruvuma," 308,324,258.3 "," 128,085,109.34 "
Jan-11,Ruvuma," 153,885,720.8 "," 122,067,143.00 "
Feb-11,Ruvuma," 116,769,534.6 "," 95,249,537.84 "
Mar-11,Ruvuma," 384,165,301.5 "," 179,954,873.86 "
Apr-11,Ruvuma," 144,073,447.7 "," 140,560,939.32 "
May-11,Ruvuma," 241,158,376.6 "," 125,880,644.60 "
Jun-11,Ruvuma," 281,903,849.8 "," 203,331,644.51 "
Jul-11,Ruvuma," 177,430,979.1 "," 84,201,194.34 "
Aug-11,Ruvuma," 244,777,473.7 "," 186,126,978.78 "
Sep-11,Ruvuma," 344,332,406.1 "," 170,724,522.00 "
Oct-11,Ruvuma," 222,471,662.8 "," 224,888,956.56 "
Nov-11,Ruvuma," 108,314,488.2 "," 217,060,094.37 "
Dec-11,Ruvuma," 426,205,855.6 "," 163,059,043.26 "
Jan-12,Ruvuma," 173,392,225.5 "," 171,392,603.58 "
Feb-12,Ruvuma," 299,396,914.5 "," 166,027,801.47 "
Mar-12,Ruvuma," 494,822,278.3 "," 128,568,271.63 "
Apr-12,Ruvuma," 271,368,664.0 "," 145,348,326.98 "
May-12,Ruvuma," 290,804,067.6 "," 158,119,680.11 "
Jun-12,Ruvuma," 462,677,764.9 "," 147,832,878.36 "
Jul-12,Ruvuma," 403,740,207.2 "," 165,278,212.85 "
Aug-12,Ruvuma," 243,291,569.9 "," 212,784,880.50 "
Sep-12,Ruvuma," 449,954,592.6 "," 210,883,881.81 "
Oct-12,Ruvuma," 449,954,592.6 "," 208,537,035.68 "
Nov-12,Ruvuma," 235,672,656.5 "," 197,870,404.32 "
Dec-12,Ruvuma," 260,597,694.6 "," 180,418,783.24 "
Jan-13,Ruvuma," 148,934,874.7 "," 173,237,778.82 "
Feb-13,Ruvuma," 190,151,263.2 "," 214,675,037.49 "
Mar-13,Ruvuma," 424,922,627.2 "," 156,691,473.11 "
Apr-13,Ruvuma," 206,334,596.4 "," 170,520,125.08 "
May-13,Ruvuma," 295,021,322.1 "," 205,934,512.85 "
Jun-13,Ruvuma," 489,512,915.5 "," 191,552,499.01 "
Jul-13,Ruvuma," 214,786,181.3 "," 219,292,980.39 "
Aug-13,Ruvuma," 191,961,193.1 "," 151,360,555.46 "
Sep-13,Ruvuma," 508,804,536.6 "," 217,274,587.03 "
Oct-13,Ruvuma," 252,428,481.1 "," 178,501,846.75 "
Nov-13,Ruvuma," 262,374,212.7 "," 249,134,553.26 "
Dec-13,Ruvuma," 688,592,936.4 "," 140,863,060.73 "
Jan-14,Ruvuma," 295,665,982.2 "," 138,205,857.60 "
Feb-14,Ruvuma," 309,453,685.1 "," 139,541,059.77 "
Mar-14,Ruvuma," 548,221,684.4 "," 124,785,188.93 "
Apr-14,Ruvuma," 345,949,914.8 "," 165,022,435.66 "
May-14,Ruvuma," 380,517,876.8 "," 262,606,479.02 "
Jun-14,Ruvuma," 766,138,375.8 "," 232,752,557.69 "
Jul-14,Ruvuma," 400,576,498.6 "," 161,904,743.70 "
Aug-14,Ruvuma," 281,342,604.4 "," 198,237,366.20 "
Sep-14,Ruvuma," 757,081,249.6 "," 199,725,278.00 "
Oct-14,Ruvuma," 365,822,866.9 "," 234,108,524.12 "
Nov-14,Ruvuma," 189,592,016.3 "," 173,968,830.64 "
Dec-14,Ruvuma," 587,273,651.9 "," 244,031,709.92 "
Jan-15,Ruvuma," 413,808,484.5 "," 154,518,342.27 "
Feb-15,Ruvuma," 326,204,056.3 "," 178,987,258.33 "
Mar-15,Ruvuma," 644,647,958.7 "," 226,521,044.09 "
Apr-15,Ruvuma," 272,323,287.5 "," 192,232,554.86 "
May-15,Ruvuma," 296,374,616.7 "," 187,584,750.89 "
Jun-15,Ruvuma," 723,499,363.8 "," 249,298,695.82 "
Jul-15,Ruvuma," 372,251,889.6 "," 184,961,824.12 "
Aug-15,Ruvuma," 331,655,590.5 "," 249,134,728.13 "
Sep-15,Ruvuma," 692,603,383.7 "," 309,097,750.45 "
Oct-15,Ruvuma," 424,727,506.0 "," 246,530,718.18 "
Nov-15,Ruvuma," 293,615,359.4 "," 372,006,064.43 "
Dec-15,Ruvuma," 891,890,664.3 "," 540,947,896.17 "
Jan-16,Ruvuma," 438,712,198.3 "," 404,798,864.10 "
Feb-16,Ruvuma," 385,302,610.0 "," 364,538,599.44 "
Mar-16,Ruvuma," 795,800,027.7 "," 276,103,794.87 "
Apr-16,Ruvuma," 388,950,368.1 "," 255,232,953.89 "
May-16,Ruvuma," 381,191,338.3 "," 331,150,361.51 "
Jun-16,Ruvuma," 765,643,312.6 "," 405,751,838.91 "
Jul-16,Ruvuma," 709,328,967.5 "," 317,033,271.47 "
Aug-16,Ruvuma," 617,483,079.9 "," 692,908,781.34 "
Sep-16,Ruvuma," 1,103,097,287.7 "," 568,345,270.41 "
Oct-16,Ruvuma," 632,873,485.6 "," 493,123,472.70 "
Nov-16,Ruvuma," 461,380,778.8 "," 494,991,038.92 "
Dec-16,Ruvuma," 914,884,428.7 "," 514,848,911.64 "
Jan-17,Ruvuma," 500,584,336.1 "," 454,803,142.44 "
Feb-17,Ruvuma," 503,301,971.4 "," 582,134,965.02 "
Mar-17,Ruvuma," 944,462,821.9 "," 514,093,835.73 "
Apr-17,Ruvuma," 558,739,362.9 "," 406,407,979.91 "
May-17,Ruvuma," 504,517,499.6 "," 507,250,857.47 "
Jun-17,Ruvuma," 1,021,859,003.3 "," 386,465,502.33 "
Jul-17,Ruvuma," 497,300,108.4 "," 351,337,918.51 "
Aug-17,Ruvuma," 262,489,704.0 "," 244,693,219.32 "
Sep-17,Ruvuma," 1,544,017,020.0 "," 303,820,933.89 "
Oct-17,Ruvuma," 635,014,862.4 "," 398,335,736.63 "
Nov-17,Ruvuma," 431,244,012.8 "," 276,027,142.10 "
Dec-17,Ruvuma," 1,001,629,644.9 "," 380,558,520.31 "
Jan-18,Ruvuma," 573,375,194.5 "," 429,637,529.1 "
Feb-18,Ruvuma," 617,360,485.3 "," 441,183,424.7 "
Mar-18,Ruvuma," 981,418,483.6 "," 310,628,239.0 "
Apr-18,Ruvuma," 626,034,449.3 "," 388,723,318.0 "
May-18,Ruvuma," 484,324,154.1 "," 494,075,257.5 "
Jun-18,Ruvuma," 1,137,053,594.3 "," 423,674,199.3 "
Jul-18,Ruvuma," 494,697,383.7 "," 358,664,246.0 "
Aug-18,Ruvuma," 497,822,367.5 "," 501,495,502.9 "
Sep-18,Ruvuma," 960,965,691.1 "," 434,137,204.9 "
Oct-18,Ruvuma," 485,091,072.5 "," 407,365,318.6 "
Nov-18,Ruvuma," 452,244,108.1 "," 386,857,528.2 "
Dec-18,Ruvuma," 1,050,585,620.5 "," 356,244,197.94 "
Jan-19,Ruvuma," 683,172,930.4 "," 312,305,387.6 "
Feb-19,Ruvuma," 956,669,348.8 "," 269,942,525.6 "
Mar-19,Ruvuma," 1,547,473,430.7 "," 327,888,576.0 "
Apr-19,Ruvuma, -   ," 222,427,118.2 "
May-19,Ruvuma, -   ," 376,534,446.2 "
Jun-19,Ruvuma, -   ," 332,940,198.4 "
Jul-19,Ruvuma," 1,033,893,596.4 "," 464,874,081.5 "
Aug-19,Ruvuma," 888,460,092.6 "," 284,169,691.9 "
Sep-19,Ruvuma," 1,022,399,685.4 "," 386,211,281.15 "
Oct-19,Ruvuma," 711,951,829.7 "," 371,942,276.7 "
Nov-19,Ruvuma," 502,112,825.9 "," 364,533,693.8 "
Dec-19,Ruvuma," 1,230,288,707.7 "," 407,356,008.8 "
Jan-20,Ruvuma," 1,258,444,959.6 ", -   
Feb-20,Ruvuma," 626,101,853.7 ", -   
Mar-20,Ruvuma," 1,221,121,438.4 ", -   
Apr-20,Ruvuma," 474,806,554.7 "," 312,774,500.1 "
May-20,Ruvuma," 436,232,991.4 "," 355,468,425.9 "
Jun-20,Ruvuma," 1,313,365,749.2 "," 510,029,946.1 "
Jul-20,Ruvuma," 1,545,669,214.4 "," 399,374,701.3 "
Aug-20,Ruvuma," 439,845,317.3 "," 443,993,290.9 "
Sep-20,Ruvuma," 991,433,729.1 "," 628,233,442.9 "
Oct-20,Ruvuma," 503,829,822.9 "," 457,143,688.5 "
Nov-20,Ruvuma," 687,504,579.3 "," 571,825,084.3 "
Dec-20,Ruvuma," 1,251,211,414.2 "," 431,579,934.94 "
Jan-21,Ruvuma," 1,079,942,924.9 "," 329,128,502.4 "
Feb-21,Ruvuma," 710,013,334.3 "," 305,211,793.8 "
Mar-21,Ruvuma," 2,022,304,240.4 "," 334,763,008.7 "
Apr-21,Ruvuma," 694,570,741.9 "," 328,794,335.0 "
May-21,Ruvuma," 648,743,766.9 "," 277,819,676.3 "
Jun-21,Ruvuma," 1,411,563,275.4 "," 238,839,195.4 "
Jul-21,Ruvuma," 646,300,198.1 "," 314,669,748.5 "
Aug-21,Ruvuma," 1,359,890,228.1 "," 267,604,789.9 "
Sep-21,Ruvuma," 1,265,911,929.8 "," 335,514,253.2 "
Oct-21,Ruvuma," 963,986,311.3 "," 363,578,165.4 "
